0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.3,0.325,0.35,0.375,0.4,0.425,0.45,0.475,0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.825,0.85,0.875,0.9,0.925,0.95,0.975,
0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
0.025,100,99.9982,99.9964,99.9947,99.993,99.9914,99.9898,99.9883,99.9869,99.9856,99.9844,99.9833,99.9823,99.9815,99.9807,99.9801,99.9796,99.9793,99.9791,99.979,99.9791,99.9793,99.9796,99.9801,99.9807,99.9814,99.9822,99.9832,99.9842,99.9853,99.9866,99.9879,99.9892,99.9907,99.9922,99.9937,99.9952,99.9968,99.9984,100,
0.05,100,99.9964,99.9929,99.9895,99.9861,99.9829,99.9798,99.9768,99.974,99.9714,99.969,99.9668,99.9649,99.9631,99.9617,99.9605,99.9595,99.9588,99.9584,99.9583,99.9584,99.9588,99.9595,99.9604,99.9616,99.963,99.9647,99.9665,99.9686,99.9709,99.9733,99.9759,99.9786,99.9815,99.9844,99.9875,99.9905,99.9937,99.9968,100,
0.075,100,99.9947,99.9895,99.9844,99.9794,99.9745,99.9699,99.9655,99.9614,99.9575,99.9539,99.9507,99.9478,99.9452,99.943,99.9412,99.9398,99.9388,99.9382,99.938,99.9382,99.9388,99.9398,99.9412,99.9429,99.945,99.9475,99.9502,99.9533,99.9567,99.9603,99.9641,99.9682,99.9724,99.9768,99.9813,99.9859,99.9906,99.9953,100,
0.1,100,99.993,99.9861,99.9794,99.9728,99.9664,99.9603,99.9545,99.949,99.9439,99.9392,99.9349,99.9311,99.9277,99.9248,99.9225,99.9206,99.9193,99.9185,99.9182,99.9185,99.9193,99.9206,99.9224,99.9247,99.9275,99.9307,99.9344,99.9384,99.9429,99.9476,99.9527,99.9581,99.9637,99.9694,99.9754,99.9815,99.9876,99.9938,100,
0.125,100,99.9914,99.9829,99.9745,99.9664,99.9586,99.951,99.9439,99.9371,99.9308,99.925,99.9197,99.915,99.9108,99.9073,99.9043,99.9021,99.9004,99.8994,99.8991,99.8994,99.9004,99.902,99.9043,99.9071,99.9105,99.9145,99.919,99.924,99.9295,99.9354,99.9417,99.9483,99.9552,99.9623,99.9696,99.9771,99.9847,99.9924,100,
0.15,100,99.9898,99.9798,99.9699,99.9603,99.951,99.9421,99.9337,99.9257,99.9182,99.9114,99.9051,99.8995,99.8946,99.8904,99.887,99.8842,99.8823,99.8811,99.8808,99.8811,99.8823,99.8842,99.8868,99.8902,99.8943,99.899,99.9043,99.9102,99.9167,99.9236,99.931,99.9389,99.947,99.9554,99.9641,99.973,99.9819,99.991,100,
0.175,100,99.9883,99.9768,99.9655,99.9545,99.9439,99.9337,99.924,99.9148,99.9063,99.8984,99.8912,99.8848,99.8792,99.8744,99.8704,99.8673,99.8651,99.8637,99.8633,99.8637,99.8651,99.8673,99.8703,99.8741,99.8788,99.8842,99.8903,99.8971,99.9045,99.9125,99.921,99.9299,99.9392,99.9489,99.9589,99.969,99.9793,99.9897,100,
0.2,100,99.9869,99.974,99.9614,99.949,99.9371,99.9257,99.9148,99.9046,99.895,99.8862,99.8781,99.871,99.8646,99.8593,99.8548,99.8513,99.8488,99.8473,99.8468,99.8473,99.8488,99.8513,99.8547,99.859,99.8642,99.8702,99.8771,99.8847,99.893,99.9019,99.9114,99.9215,99.9319,99.9428,99.9539,99.9653,99.9768,99.9884,100,
0.225,100,99.9856,99.9714,99.9575,99.9439,99.9308,99.9182,99.9063,99.895,99.8845,99.8748,99.8659,99.858,99.8511,99.8451,99.8403,99.8364,99.8337,99.832,99.8315,99.832,99.8337,99.8364,99.8401,99.8449,99.8506,99.8572,99.8648,99.8731,99.8823,99.8921,99.9026,99.9136,99.9251,99.937,99.9493,99.9618,99.9745,99.9872,100,
0.25,100,99.9844,99.969,99.9539,99.9392,99.925,99.9114,99.8984,99.8862,99.8748,99.8642,99.8547,99.8461,99.8386,99.8321,99.8268,99.8227,99.8197,99.8179,99.8173,99.8179,99.8197,99.8226,99.8267,99.8318,99.838,99.8452,99.8534,99.8625,99.8724,99.883,99.8944,99.9063,99.9188,99.9317,99.945,99.9586,99.9723,99.9862,100,
0.275,100,99.9833,99.9668,99.9507,99.9349,99.9197,99.9051,99.8912,99.8781,99.8659,99.8547,99.8444,99.8352,99.8272,99.8203,99.8146,99.8102,99.807,99.8051,99.8044,99.8051,99.807,99.8101,99.8144,99.8199,99.8266,99.8343,99.8431,99.8528,99.8634,99.8748,99.8869,99.8997,99.9131,99.9269,99.9412,99.9557,99.9704,99.9852,100,
0.3,100,99.9823,99.9649,99.9478,99.9311,99.915,99.8995,99.8848,99.871,99.858,99.8461,99.8352,99.8255,99.817,99.8097,99.8037,99.799,99.7956,99.7936,99.7929,99.7936,99.7956,99.7989,99.8035,99.8093,99.8164,99.8245,99.8338,99.8441,99.8553,99.8674,99.8802,99.8938,99.908,99.9226,99.9377,99.9531,99.9686,99.9843,100,
0.325,100,99.9815,99.9631,99.9452,99.9277,99.9108,99.8946,99.8792,99.8646,99.8511,99.8386,99.8272,99.817,99.808,99.8004,99.7941,99.7891,99.7856,99.7835,99.7828,99.7835,99.7856,99.7891,99.7939,99.8,99.8074,99.816,99.8257,99.8364,99.8482,99.8609,99.8744,99.8886,99.9035,99.9188,99.9346,99.9508,99.9671,99.9836,100,
0.35,100,99.9807,99.9617,99.943,99.9248,99.9073,99.8904,99.8744,99.8593,99.8451,99.8321,99.8203,99.8097,99.8004,99.7924,99.7859,99.7807,99.7771,99.7749,99.7741,99.7749,99.777,99.7807,99.7857,99.792,99.7997,99.8086,99.8187,99.8299,99.8422,99.8554,99.8694,99.8842,99.8996,99.9156,99.932,99.9488,99.9658,99.9829,100,
0.375,100,99.9801,99.9605,99.9412,99.9225,99.9043,99.887,99.8704,99.8548,99.8403,99.8268,99.8146,99.8037,99.7941,99.7859,99.7791,99.7738,99.77,99.7677,99.767,99.7677,99.77,99.7737,99.7789,99.7855,99.7934,99.8026,99.813,99.8246,99.8372,99.8508,99.8653,99.8805,99.8964,99.9129,99.9299,99.9472,99.9647,99.9824,100,
0.4,100,99.9796,99.9595,99.9398,99.9206,99.9021,99.8842,99.8673,99.8513,99.8364,99.8227,99.8102,99.799,99.7891,99.7807,99.7738,99.7684,99.7645,99.7622,99.7614,99.7622,99.7645,99.7683,99.7736,99.7803,99.7884,99.7979,99.8085,99.8204,99.8333,99.8472,99.862,99.8777,99.894,99.9109,99.9282,99.9459,99.9639,99.9819,100,
0.425,100,99.9793,99.9588,99.9388,99.9193,99.9004,99.8823,99.8651,99.8488,99.8337,99.8197,99.807,99.7956,99.7856,99.7771,99.77,99.7645,99.7606,99.7582,99.7574,99.7582,99.7605,99.7644,99.7698,99.7766,99.7849,99.7945,99.8053,99.8174,99.8305,99.8447,99.8597,99.8756,99.8922,99.9094,99.927,99.945,99.9633,99.9816,100,
0.45,100,99.9791,99.9584,99.9382,99.9185,99.8994,99.8811,99.8637,99.8473,99.832,99.8179,99.8051,99.7936,99.7835,99.7749,99.7677,99.7622,99.7582,99.7558,99.755,99.7558,99.7582,99.7621,99.7675,99.7744,99.7828,99.7924,99.8034,99.8155,99.8288,99.8431,99.8583,99.8744,99.8911,99.9085,99.9263,99.9445,99.9629,99.9815,100,
0.475,100,99.979,99.9583,99.938,99.9182,99.8991,99.8808,99.8633,99.8468,99.8315,99.8173,99.8044,99.7929,99.7828,99.7741,99.767,99.7614,99.7574,99.755,99.7542,99.755,99.7574,99.7613,99.7668,99.7737,99.782,99.7918,99.8027,99.8149,99.8283,99.8426,99.8579,99.874,99.8908,99.9082,99.926,99.9443,99.9628,99.9814,100,
0.5,100,99.9791,99.9584,99.9382,99.9185,99.8994,99.8811,99.8637,99.8473,99.832,99.8179,99.8051,99.7936,99.7835,99.7749,99.7677,99.7622,99.7582,99.7558,99.755,99.7558,99.7582,99.7621,99.7675,99.7744,99.7828,99.7924,99.8034,99.8155,99.8288,99.8431,99.8583,99.8744,99.8911,99.9085,99.9263,99.9445,99.9629,99.9815,100,
0.525,100,99.9793,99.9588,99.9388,99.9193,99.9004,99.8823,99.8651,99.8488,99.8337,99.8197,99.807,99.7956,99.7856,99.777,99.77,99.7645,99.7605,99.7582,99.7574,99.7582,99.7605,99.7644,99.7698,99.7766,99.7849,99.7944,99.8053,99.8173,99.8305,99.8446,99.8597,99.8756,99.8922,99.9094,99.927,99.945,99.9633,99.9816,100,
0.55,100,99.9796,99.9595,99.9398,99.9206,99.902,99.8842,99.8673,99.8513,99.8364,99.8226,99.8101,99.7989,99.7891,99.7807,99.7737,99.7683,99.7644,99.7621,99.7613,99.7621,99.7644,99.7682,99.7735,99.7802,99.7884,99.7978,99.8085,99.8203,99.8332,99.8472,99.862,99.8776,99.8939,99.9108,99.9282,99.9459,99.9639,99.9819,100,
0.575,100,99.9801,99.9604,99.9412,99.9224,99.9043,99.8868,99.8703,99.8547,99.8401,99.8267,99.8144,99.8035,99.7939,99.7857,99.7789,99.7736,99.7698,99.7675,99.7668,99.7675,99.7698,99.7735,99.7787,99.7853,99.7932,99.8024,99.8128,99.8244,99.837,99.8506,99.8651,99.8804,99.8963,99.9129,99.9298,99.9471,99.9647,99.9823,100,
0.6,100,99.9807,99.9616,99.9429,99.9247,99.9071,99.8902,99.8741,99.859,99.8449,99.8318,99.8199,99.8093,99.8,99.792,99.7855,99.7803,99.7766,99.7744,99.7737,99.7744,99.7766,99.7802,99.7853,99.7916,99.7993,99.8083,99.8184,99.8296,99.8419,99.8551,99.8691,99.884,99.8994,99.9154,99.9319,99.9487,99.9657,99.9829,100,
0.625,100,99.9814,99.963,99.945,99.9275,99.9105,99.8943,99.8788,99.8642,99.8506,99.838,99.8266,99.8164,99.8074,99.7997,99.7934,99.7884,99.7849,99.7828,99.782,99.7828,99.7849,99.7884,99.7932,99.7993,99.8067,99.8153,99.8251,99.8359,99.8477,99.8604,99.874,99.8882,99.9031,99.9186,99.9344,99.9506,99.967,99.9835,100,
0.65,100,99.9822,99.9647,99.9475,99.9307,99.9145,99.899,99.8842,99.8702,99.8572,99.8452,99.8343,99.8245,99.816,99.8086,99.8026,99.7979,99.7945,99.7924,99.7918,99.7924,99.7944,99.7978,99.8024,99.8083,99.8153,99.8236,99.8329,99.8432,99.8545,99.8666,99.8796,99.8932,99.9074,99.9222,99.9373,99.9528,99.9685,99.9842,100,
0.675,100,99.9832,99.9665,99.9502,99.9344,99.919,99.9043,99.8903,99.8771,99.8648,99.8534,99.8431,99.8338,99.8257,99.8187,99.813,99.8085,99.8053,99.8034,99.8027,99.8034,99.8053,99.8085,99.8128,99.8184,99.8251,99.8329,99.8417,99.8515,99.8622,99.8737,99.8859,99.8989,99.9123,99.9263,99.9407,99.9553,99.9701,99.9851,100,
0.7,100,99.9842,99.9686,99.9533,99.9384,99.924,99.9102,99.8971,99.8847,99.8731,99.8625,99.8528,99.8441,99.8364,99.8299,99.8246,99.8204,99.8174,99.8155,99.8149,99.8155,99.8173,99.8203,99.8244,99.8296,99.8359,99.8432,99.8515,99.8607,99.8707,99.8815,99.893,99.9051,99.9178,99.9309,99.9443,99.9581,99.972,99.986,100,
0.725,100,99.9853,99.9709,99.9567,99.9429,99.9295,99.9167,99.9045,99.893,99.8823,99.8724,99.8634,99.8553,99.8482,99.8422,99.8372,99.8333,99.8305,99.8288,99.8283,99.8288,99.8305,99.8332,99.837,99.8419,99.8477,99.8545,99.8622,99.8707,99.88,99.89,99.9007,99.9119,99.9237,99.9358,99.9483,99.9611,99.974,99.987,100,
0.75,100,99.9866,99.9733,99.9603,99.9476,99.9354,99.9236,99.9125,99.9019,99.8921,99.883,99.8748,99.8674,99.8609,99.8554,99.8508,99.8472,99.8447,99.8431,99.8426,99.8431,99.8446,99.8472,99.8506,99.8551,99.8604,99.8666,99.8737,99.8815,99.89,99.8992,99.909,99.9193,99.93,99.9412,99.9526,99.9643,99.9762,99.9881,100,
0.775,100,99.9879,99.9759,99.9641,99.9527,99.9417,99.931,99.921,99.9114,99.9026,99.8944,99.8869,99.8802,99.8744,99.8694,99.8653,99.862,99.8597,99.8583,99.8579,99.8583,99.8597,99.862,99.8651,99.8691,99.874,99.8796,99.8859,99.893,99.9007,99.909,99.9178,99.9271,99.9368,99.9469,99.9572,99.9678,99.9785,99.9892,100,
0.8,100,99.9892,99.9786,99.9682,99.9581,99.9483,99.9389,99.9299,99.9215,99.9136,99.9063,99.8997,99.8938,99.8886,99.8842,99.8805,99.8777,99.8756,99.8744,99.874,99.8744,99.8756,99.8776,99.8804,99.884,99.8882,99.8932,99.8989,99.9051,99.9119,99.9193,99.9271,99.9354,99.944,99.9529,99.9621,99.9714,99.9809,99.9905,100,
0.825,100,99.9907,99.9815,99.9724,99.9637,99.9552,99.947,99.9392,99.9319,99.9251,99.9188,99.9131,99.908,99.9035,99.8996,99.8964,99.894,99.8922,99.8911,99.8908,99.8911,99.8922,99.8939,99.8963,99.8994,99.9031,99.9074,99.9123,99.9178,99.9237,99.93,99.9368,99.944,99.9515,99.9592,99.9671,99.9752,99.9835,99.9917,100,
0.85,100,99.9922,99.9844,99.9768,99.9694,99.9623,99.9554,99.9489,99.9428,99.937,99.9317,99.9269,99.9226,99.9188,99.9156,99.9129,99.9109,99.9094,99.9085,99.9082,99.9085,99.9094,99.9108,99.9129,99.9154,99.9186,99.9222,99.9263,99.9309,99.9358,99.9412,99.9469,99.9529,99.9592,99.9657,99.9724,99.9792,99.9861,99.993,100,
0.875,100,99.9937,99.9875,99.9813,99.9754,99.9696,99.9641,99.9589,99.9539,99.9493,99.945,99.9412,99.9377,99.9346,99.932,99.9299,99.9282,99.927,99.9263,99.926,99.9263,99.927,99.9282,99.9298,99.9319,99.9344,99.9373,99.9407,99.9443,99.9483,99.9526,99.9572,99.9621,99.9671,99.9724,99.9777,99.9832,99.9888,99.9944,100,
0.9,100,99.9952,99.9905,99.9859,99.9815,99.9771,99.973,99.969,99.9653,99.9618,99.9586,99.9557,99.9531,99.9508,99.9488,99.9472,99.9459,99.945,99.9445,99.9443,99.9445,99.945,99.9459,99.9471,99.9487,99.9506,99.9528,99.9553,99.9581,99.9611,99.9643,99.9678,99.9714,99.9752,99.9792,99.9832,99.9874,99.9916,99.9958,100,
0.925,100,99.9968,99.9937,99.9906,99.9876,99.9847,99.9819,99.9793,99.9768,99.9745,99.9723,99.9704,99.9686,99.9671,99.9658,99.9647,99.9639,99.9633,99.9629,99.9628,99.9629,99.9633,99.9639,99.9647,99.9657,99.967,99.9685,99.9701,99.972,99.974,99.9762,99.9785,99.9809,99.9835,99.9861,99.9888,99.9916,99.9944,99.9972,100,
0.95,100,99.9984,99.9968,99.9953,99.9938,99.9924,99.991,99.9897,99.9884,99.9872,99.9862,99.9852,99.9843,99.9836,99.9829,99.9824,99.9819,99.9816,99.9815,99.9814,99.9815,99.9816,99.9819,99.9823,99.9829,99.9835,99.9842,99.9851,99.986,99.987,99.9881,99.9892,99.9905,99.9917,99.993,99.9944,99.9958,99.9972,99.9986,100,
0.975,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
